description,carb,fat,energy,protein,country,amount_type,queries
"['Onion flavored rings', 'Peanut butter and jelly sandwich, frozen commercial product without crusts', 'Gumdrops', 'Fruit juice drink (Capri Sun)', 'Water, bottled, unsweetened']","[18.23, 27.13, 17.8, 18.6]","[6.33, 9.92, 0.0, 0.13]","[139.72, 217.8, 71.28, 72.54]","[2.16, 6.91, 0.0, 0.0]",USA,natural,"For lunch, I'm having a small bag of onion flavored rings, a peanut butter and jelly sandwich without crusts, a fun size package of gumdrops, and a Capri Sun pouch, and 507 grams of bottled water."
"['Cookie, rice, baby', 'Water, bottled, unsweetened']",[1.66],[0.02],[7.82],[0.25],USA,metric,"I’m snacking on a tiny 2-gram rice cookie, and 507 grams of bottled water."
"['Muffin, fruit', 'Water, bottled, unsweetened']",[5.3],[1.61],[37.5],[0.45],USA,metric,"I’m enjoying a 10g fruit muffin for my snack, and 507 grams of bottled water."
"['APRICOT', 'MEATBALL SOUP', 'PEACH', 'VEGETABLES STEW', 'Water, bottled, unsweetened']","[10.0, 12.9, 28.6, 40.0]","[0.4, 5.8, 0.8, 30.400000000000002]","[43.0, 156.0, 117.0, 441.0]","[1.3, 14.300000000000002, 2.7, 4.3999999999999995]",ROU,metric,"For lunch, I had 90g of apricot, some meatball soup that weighed 364.2g, a 300g peach, and 309.3g of vegetable stew, and 507 grams of bottled water."
"['BREAD', 'BUTTER', 'LEMON', 'SALAMI', 'TEA', 'Water, bottled, unsweetened']","[32.9, 0.0, 1.9, 3.6, 1.0]","[1.6, 20.3, 0.1, 38.9, 0.0]","[178.0, 179.0, 6.0, 504.0, 5.0]","[8.0, 0.2, 0.2, 32.8, 0.0]",ROU,metric,"I’m enjoying a breakfast of 75g of bread and 25g of butter, 150g of salami, and a squeeze of 20g of lemon, along with 500g of tea, and 507 grams of bottled water."
"['Cheese sandwich, Cheddar cheese, on white bread, no spread', 'Soup, mostly noodles', 'Sports drink (Powerade)', 'Energy drink (Monster)', 'Egg, whole, boiled or poached', 'Water, bottled, unsweetened']","[30.55, 45.3, 77.77, 55.95, 0.36]","[16.43, 13.24, 0.5, 0, 4.76]","[333.54, 330.98, 317.44, 233.12, 71.5]","[15.44, 7.66, 0, 2.33, 6.28]",USA,metric,"I have a lunch of a cheese sandwich with 102 grams of cheddar on white bread, some noodle soup weighing 494 grams, and a 992-gram bottle of Powerade. I'm also drinking a 496-gram Monster energy drink and I have a boiled egg at 50 grams on the side, and 507 grams of bottled water."
"['Soft drink, cola, diet', 'Ham, prepackaged or deli, luncheon meat', 'Water, bottled, unsweetened']","[1.04, 0.08]","[0.11, 1.04]","[7.2, 29.68]","[0.4, 4.68]",USA,metric,"I'm enjoying a snack of 360 grams of diet cola and 28 grams of luncheon meat ham, and 507 grams of bottled water."
"['COUNTRY SOUP', 'Water, bottled, unsweetened']",[19.599999999999998],[10.7],[183.0],[4.500000000000001],ROU,metric,"For lunch, I made a 436.1g serving of country soup, and 507 grams of bottled water."
"['Milk, whole', 'Frozen dinner, NFS', 'Water, bottled, unsweetened']","[11.39, 34.13]","[7.81, 26.02]","[146.4, 452.4]","[8.0, 21.28]",USA,natural,"I’m eating an 11 oz frozen dinner and a cup of whole milk for lunch, and 507 grams of bottled water."
"['Chicken breast, NS as to cooking method, skin not eaten', 'Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten', 'Salsa, red, commercially-prepared', 'Potato, french fries, NS as to fresh or frozen', 'Roll, white, soft', 'Energy drink (Monster)', 'Water, bottled, unsweetened']","[0, 0.17, 0.6, 13.94, 14.03, 41.96]","[4.28, 19.08, 0.02, 8.44, 1.09, 0]","[172.8, 305.2, 2.58, 134.4, 78.12, 174.84]","[33.65, 33.28, 0.13, 1.5, 2.74, 1.75]",USA,metric,"For lunch, I'm having 120 grams of skinless chicken breast and a 140-gram chicken drumstick and thigh with the skin on. I also have 8.9 grams of commercially-prepared red salsa, 60 grams of French fries, a soft white roll weighing 28 grams, and a 372-gram Monster energy drink, and 507 grams of bottled water."
"['Hard candy', 'Snack cake, not chocolate, with icing or filling', 'Water, bottled, unsweetened']","[12.74, 23.69]","[0.03, 4.27]","[51.22, 138.38]","[0.0, 1.28]",USA,natural,"For a snack, I had a fun-sized piece of hard candy and a snack cake that’s not chocolate, topped with icing, and 507 grams of bottled water."
"['Banana, raw', 'Turnover, meat- and cheese-filled, no gravy', 'Water, bottled, unsweetened']","[28.78, 43.38]","[0.42, 12.98]","[112.14, 342.22]","[1.37, 13.01]",USA,natural,"I have a banana and a Hot Pocket with beef and cheddar for my dinner, and 507 grams of bottled water."
"['Popcorn, ready-to-eat packaged, cheese flavored', 'Soft drink, fruit flavored, caffeine free', 'Water, bottled, unsweetened']","[29.41, 37.72]","[18.92, 0.07]","[299.82, 148.8]","[5.3, 0.19]",USA,metric,"I'm enjoying a snack of 57 grams of cheese-flavored popcorn and a 372-gram serving of fruit-flavored soft drink, and 507 grams of bottled water."
"['Frozen coffee drink', 'Hamburger (McDonalds)', 'Water, bottled, unsweetened']","[49.89, 29.57]","[3.46, 10.18]","[245.52, 263.0]","[5.77, 13.3]",USA,natural,"For dinner, I’m having a small frozen coffee drink and a hamburger from McDonald's, and 507 grams of bottled water."
"['Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, french fries, fast food', 'Double cheeseburger (McDonalds)', 'Water, bottled, unsweetened']","[59.07, 60.09, 29.65]","[0.15, 21.36, 26.7]","[230.64, 452.4, 465.3]","[0.0, 4.97, 26.8]",USA,natural,"I have a large drink of pre-sweetened iced black tea, along with a medium serving of french fries and a McDonald's double cheeseburger for dinner, and 507 grams of bottled water."
"['Potato chips, baked, plain', 'Cookie, chocolate chip', 'Water, bottled, unsweetened']","[19.99, 13.07]","[5.1, 4.94]","[131.32, 98.4]","[1.4, 1.02]",USA,natural,"I’ve got a single serving bag of baked potato chips and a small cookie for my snack, and 507 grams of bottled water."
"['COCONUT OIL', 'MIXED VEGETABLES SAUTEED IN FISH OR SHRIMP SAUCE. ', 'RICE, WHITE, BOILED/STEAMED', 'ROUND SCAD,FRIED', 'SOFTDRINKS (COCA-COLA)', 'Water, bottled, unsweetened']","[0.0, 5.75, 33.41, 0.0, 23.52]","[6.74, 7.59, 0.22, 2.12, 0.24]","[60, 109, 150, 132, 96]","[0.0, 4.37, 2.36, 26.48, 0.0]",PHL,metric,"I’m enjoying lunch with 6.8 grams of coconut oil, 115 grams of mixed veggies sautéed in fish sauce, 112.5 grams of boiled rice, 80 grams of fried round scad, and 240 grams of Coke, and 507 grams of bottled water."
"['BREAD', 'CHICKEN SCHNITZEL', 'POTATO, BOILED', 'SOUP WITH NOODLES', 'Water, bottled, unsweetened']","[11.0, 18.900000000000002, 20.0, 42.4]","[0.5, 37.0, 0.1, 23.1]","[60.0, 522.0, 86.0, 406.0]","[2.7, 27.2, 1.7, 7.6]",ROU,metric,"Today’s lunch consists of 25g of bread, 154.9g chicken schnitzel, 100g boiled potatoes, and a hearty 387g of soup with noodles, and 507 grams of bottled water."
"['Cookie, brownie, without icing', 'Water, bottled, unsweetened']",[19.17],[4.89],[121.5],[1.44],USA,natural,"I’m snacking on a small brownie cookie right now, and 507 grams of bottled water."
"[""Shepherd's pie with beef"", 'Water, bottled, unsweetened']",[34.26],[7.65],[264.87],[15.43],USA,metric,"Lunch today is 243 grams of Shepherd's pie with beef, and 507 grams of bottled water."
"['Tortilla chips, other flavors (Doritos)', 'Banana, raw', 'Water, bottled, unsweetened']","[34.66, 28.78]","[15.63, 0.42]","[295.83, 112.14]","[4.2, 1.37]",USA,natural,"For a quick snack, I'm eating a banana and a medium bag of Doritos, and 507 grams of bottled water."
"['Bagel, whole wheat', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[51.33, 11.98]","[1.61, 4.64]","[262.5, 122.0]","[10.71, 8.17]",USA,natural,"I have a regular whole wheat bagel and a cup of 2% milk for my breakfast, and 507 grams of bottled water."
"['Cereal (General Mills Chex Wheat)', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[51.79, 11.98]","[1.13, 4.64]","[217.35, 122.0]","[6.17, 8.17]",USA,natural,"For my snack, it's a cup of Chex Wheat cereal paired with a cup of reduced fat milk, and 507 grams of bottled water."
"[""Cereal (Kellogg's Corn Flakes)"", 'Milk, low fat (1%)', 'Water, bottled, unsweetened']","[23.55, 12.66]","[0.11, 2.32]","[99.96, 104.92]","[2.1, 8.25]",USA,metric,"For breakfast, I'm having 28 grams of Kellogg's Corn Flakes with 244 grams of low-fat milk, and 507 grams of bottled water."
"['Ice cream cookie sandwich', 'Cheeseburger slider', 'Water, bottled, unsweetened']","[32.51, 14.25]","[10.58, 13.18]","[237.75, 237.6]","[3.46, 14.5]",USA,metric,"I'm enjoying a cheeseburger slider that weighs 80 grams along with a 75-gram ice cream cookie sandwich for dinner, and 507 grams of bottled water."
"['Chili peppers, PROCESS = Boiling', 'Coriander leaves, PROCESS = Boiling', 'Cow milk, whole', 'Fresh uncured cheese, SOURCE-COMMODITIES = Cow milk, GENERIC-TERM = Other', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Fruit / vegetable juices and nectars, SOURCE-COMMODITIES = Oranges, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Garlic, PROCESS = Boiling', 'Maize oil, edible, PROCESS = Frying', 'Onions, QUALITATIVE-INFO = White', 'Salt', 'Salt, PROCESS = Boiling', 'Sour cream, plain', 'Tomatillos, PROCESS = Boiling, QUALITATIVE-INFO = Green', 'Tortilla, PROCESS = Boiling, INGREDIENT = Maize grain', 'Vegetable fats and oils, edible, PROCESS = Boiling', 'Water, bottled, unsweetened']","[0.2, 0.0, 9.9, 0.4, 0.8, 28.8, 0.2, 0.0, 1.6, 0.0, 0.0, 0.7, 3.1, 40.8, 0.0]","[0.0, 0.0, 6.1, 3.8, 10.4, 0.0, 0.0, 8.1, 0.0, 0.0, 0.0, 5.7, 0.1, 2.5, 18.5]","[1, 0, 120, 54, 157, 118, 1, 73, 7, 0, 0, 56, 14, 201, 164]","[0.1, 0.0, 6.4, 3.0, 13.8, 0.6, 0.0, 0.0, 0.2, 0.0, 0.0, 0.4, 0.7, 3.8, 0.0]",MEX,metric,"For breakfast, I had 3.3g of boiled chili peppers, 0.9g of boiled coriander leaves, and 206.1g of whole cow milk. I also enjoyed 16.9g of fresh uncured cheese and 109.8g of fried eggs. Along with that, I had 253.7g of fruit juice made from oranges. To add some flavor, I included 0.5g of boiled garlic and a drizzle of 8.1g of edible maize oil that I used for frying. I tossed in 16.9g of white onions and a pinch of 0.5g of salt for seasoning. There was also an additional 1.4g of salt that I added while boiling some ingredients. To complement my meal, I had 20.0g of plain sour cream and included 61.6g of boiled green tomatillos. I wrapped it all up with 87.9g of boiled tortilla made from maize grain, and finished off with 18.5g of edible vegetable fats and oils that were boiled as well, and 507 grams of bottled water."
"['Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy', 'Water, bottled, unsweetened']",[21.62],[5.57],[199.08],[15.67],USA,metric,"Dinner tonight is 252 grams of beef stew, complete with potatoes and veggies like carrots and broccoli, served in gravy, and 507 grams of bottled water."
"['Cured seasoned poultry meat, SOURCE-COMMODITIES = Turkey fresh meat, PROCESS = Frying', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Fruit / vegetable juices and nectars, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Rape seed oil, edible, PROCESS = Frying', 'Tomato ketchup and related sauces', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White', 'Water, bottled, unsweetened']","[0.2, 0.4, 31.0, 0.0, 10.7, 15.7]","[2.4, 5.2, 0.0, 8.1, 0.2, 1.2]","[59, 79, 105, 71, 47, 79]","[9.1, 6.9, 0.1, 0.0, 0.5, 1.5]",MEX,metric,"I’ve got 48g of turkey that's been fried up, plus 54.9g of fried eggs. I’m also drinking 265g of fruit juice, and I plan to use 8.1g of rape seed oil and 42g of ketchup with a 34g tortilla, and 507 grams of bottled water."
"['Pizza, cheese, from restaurant or fast food, NS as to type of crust', 'Water, bottled, unsweetened']",[39.66],[11.53],[316.54],[13.55],USA,natural,"For dinner, I'm having a piece of cheese pizza from a restaurant, and 507 grams of bottled water."
"['Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce', 'Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce', 'Tea, iced, bottled, black', 'Chicken fillet, grilled', 'Water, bottled, unsweetened']","[11.67, 9.63, 55.3, 2.37]","[9.9, 17.84, 1.13, 5.81]","[206.15, 284.27, 230.4, 150]","[17.75, 23, 0, 22.28]",USA,metric,"For dinner, I had 217 grams of chicken with vegetables like carrots and broccoli, along with a 512-gram bottle of iced black tea and a 100-gram grilled chicken fillet. I also had another 217 grams of chicken with vegetables that didn’t include the carrots and broccoli, plus a side of dark-green leafy veggies and no potatoes or soy-based sauce, and 507 grams of bottled water."
"['Sweet and sour chicken or turkey', 'Water, bottled, unsweetened']",[60.13],[31.88],[630.0],[25.45],USA,natural,"For dinner, I'm having a cup of sweet and sour chicken, and 507 grams of bottled water."
"['Pasta with tomato-based sauce and meat, ready-to-heat', 'Apple juice, 100%', 'Water, bottled, unsweetened']","[46.85, 14.8]","[10.85, 0.17]","[340, 60.26]","[14.35, 0.13]",USA,metric,"I'm eating a lunch of 250 grams of pasta with a tomato sauce and meat, plus 131 grams of apple juice, and 507 grams of bottled water."
"['BEVERAGE, ATOLE, OATMEAL, BLD, W/WATER', 'MAIZE, FLOUR, LIME-TREATED, COOKED, BLD', 'SOUP, RICE AND VEGETABLES, COOKED', 'Water, bottled, unsweetened']","[74.7, 109.9, 20.900000000000002]","[1.0, 5.9, 0.5]","[305, 524, 100]","[1.7, 13.5, 2.6]",GTM,metric,"I had 136.7 grams of atole made from oatmeal, 120.7 grams of cooked lime-treated maize flour, and a soup of rice and vegetables weighing 115.3 grams for dinner, and 507 grams of bottled water."
"['Rice, white, cooked, made with oil', 'Beef steak, braised, lean and fat eaten', 'Water, bottled, unsweetened']","[44.32, 0.0]","[5.09, 17.67]","[246.13, 336.34]","[4.24, 41.27]",USA,natural,"For lunch, I'm enjoying a cup of white rice made with oil and a cup of cooked diced beef steak, and 507 grams of bottled water."
"['* fish,kasepa(type 6),fresh,raw *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'egg,chicken,whole,boiled', 'fritters', 'Water, bottled, unsweetened']","[0.0, 83.8, 1.1, 0.8, 0.5, 108.7]","[0.7, 4.3, 0.0, 0.0, 4.8, 49.0]","[38, 393, 5, 4, 70, 912]","[8.0, 7.5, 0.1, 0.2, 5.7, 11.1]",ZMB,metric,"For breakfast, I had 40g of boiled fresh kasepa fish, along with 109g of boiled white maize flour, 12g of boiled fresh onion, and 20g of boiled ripe tomato. I also included a boiled chicken egg weighing 45g and 214g of fritters, and 507 grams of bottled water."
"['Coffee, brewed', 'Butter, NFS', 'Bagel', 'Water, bottled, unsweetened']","[0, 0.01, 55]","[0.07, 11.36, 1.39]","[3.6, 100.38, 277.2]","[0.43, 0.12, 11.09]",USA,metric,"For lunch, I have a bagel that weighs 105 grams, a cup of brewed coffee that weighs 360 grams, and 14 grams of butter, and 507 grams of bottled water."
"['Pasta with sauce, meatless, school lunch', 'Chocolate milk, ready to drink, reduced sugar, NS as to milk', 'Chicken or turkey parmigiana', 'Water, bottled, unsweetened']","[48.6, 19.05, 15.03]","[4.0, 2.58, 15.09]","[255.0, 141.36, 316.68]","[9.45, 8.51, 29.58]",USA,natural,"For lunch, I'm having a cup of meatless pasta with sauce, a cup of reduced sugar chocolate milk, and a chicken parmigiana patty with sauce and cheese, and 507 grams of bottled water."
"['Basic Mandazi (East African Doughnuts; Basic)', 'Green Maize\t white\t whole\t grain\t fresh\t raw corrected for boiling', 'Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Sugar', 'Tea leaves', 'Water, bottled, unsweetened']","[23.7, 38.4, 2.3, 25.6, 0.0]","[6.3, 4.4, 1.3, 0.0, 0.0]","[165, 280, 26, 99, 0]","[3.1, 7.3, 1.2, 0.0, 0.0]",KEN,metric,"I made a breakfast with 48.7 grams of mandazi, 192 grams of green maize, 37.7 grams of raw whole milk, 25.7 grams of sugar, and 0.8 grams of tea leaves, and 507 grams of bottled water."
"['COFFEE WITH MILK, NOT DETERMINED', 'COOKIE NOT SPECIFIED, NOT DETERMINED', 'ORIGINAL SWEETENER, NOT APPLICABLE', 'PLANTAIN, COOKING WITHOUT FATS/OILS', 'Water, bottled, unsweetened']","[1.81, 17.41, 0.9, 39.72]","[0.82, 3.42, 0.0, 0.28]","[18, 110, 4, 165]","[0.86, 2.72, 0.0, 1.69]",BRA,metric,"For breakfast, I'm having 50g of coffee with milk, a 25g cookie, 1g of original sweetener, and 100g of cooked plantain without any fats or oils, and 507 grams of bottled water."
"['Fudge, caramel and nut, chocolate-coated candy', 'Water, bottled, unsweetened']",[22.92],[8.05],[161.7],[2.7],USA,metric,"For a snack, I have 35 grams of chocolate-covered candy that’s fudge with caramel and nuts, and 507 grams of bottled water."
"['Amaranth leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chili peppers, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Green, PHYSICAL-STATE = Whole/unsplit form, including artificial forms', 'Peanuts, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With husks', 'Salt,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = Red, PART-CONSUMED-ANALYSED = W/o husks', 'Stink beans (dry),  PROCESS=Fermentation,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)', 'Water, bottled, unsweetened']","[0.9, 0.8, 1.9, 0.0, 78.3, 0.0, 0.2]","[0.1, 0.1, 5.9, 0.0, 3.5, 0.6, 0.0]","[5, 5, 68, 0, 356, 8, 2]","[0.6, 0.2, 3.1, 0.0, 11.9, 0.6, 0.2]",BFA,metric,"For a snack, I had 23 grams of boiled fresh amaranth leaves, 10 grams of boiled green chili peppers, and 17 grams of raw peanuts with their husks. I also added a pinch of salt, weighing about 1 gram, to enhance the flavor. To round it out, I included 105 grams of red sorghum flour, which I boiled after drying it, and stirred in 2 grams of stink beans, which were fermented and boiled as well. Finally, I sprinkled in about 1 gram of stock cubes for extra taste, and 507 grams of bottled water."
"['Cereal (General Mills Golden Grahams)', 'Water, bottled, unsweetened']",[34.04],[1.28],[149.6],[2.12],USA,natural,"As a snack, I'm enjoying a cup of cereal, specifically Golden Grahams, and 507 grams of bottled water."
