description,carb,fat,energy,protein,country,amount_type,queries
"['HORSE RADISH TREE LEAVES, BOILED', 'LARD', 'LONG JAWED ANCHOVY, DRIED, BOILED', 'PORK PLATE FLAT, FRIED', 'RICE, WHITE, BOILED/STEAMED', 'SOFTDRINKS (COCA-COLA)', 'SQUASH, FRUIT, YELLOW BOILED', 'TARO, BOILED']","[0.64, 0.0, 0.0, 0.0, 66.82, 23.52, 1.15, 4.1]","[0.22, 10.2, 0.09, 53.23, 0.45, 0.24, 0.05, 0.02]","[6, 92, 4, 548, 299, 96, 5, 18]","[0.76, 0.0, 0.75, 15.68, 4.72, 0.0, 0.09, 0.33]",PHL,metric,"For lunch, I had 11.7g of boiled horseradish tree leaves, 10.2g of lard, 1.6g of dried boiled long jawed anchovy, 60.0g of fried pork plate flat, 225.0g of boiled white rice, 240.0g of Coca-Cola soft drink, 11.7g of boiled yellow squash, and 15.6g of boiled taro."
['Topping from meat pizza'],[2.32],[10.05],[131.61],[7.87],USA,metric,"For lunch today, it's 41 grams of meat pizza topping."
"['Chicken nuggets, from frozen']",[2.86],[3.08],[47.68],[2.14],USA,natural,"For lunch today, I’m having one chicken nugget that I pulled from the freezer."
"['Tea, hot, leaf, green', 'Yogurt, Greek, nonfat milk, fruit']","[0, 18.3]","[0, 0.22]","[2.4, 124.5]","[0.53, 12.09]",USA,metric,"For my morning meal, I prepared 240 grams of hot green tea and 150 grams of Greek yogurt with fruit."
['Macaroni or noodles with cheese and meat'],[34.82],[25.58],[480.7],[27.12],USA,natural,I made a cup of macaroni with cheese and added meat for my lunch.
"['Egg, cheese and ham on bagel']",[39.68],[27.69],[523.2],[27.47],USA,natural,"For breakfast, I'm having a McDonald's sandwich with egg, cheese, and ham on a bagel."
"['Cowpea\t leaves (kunde) picked\t raw', 'Jute mallow (mrenda)picked leaves\t raw corrected for stewing', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil', 'Whole Maize Flour Ugali']","[0.1, 0.1, 0.3, 0.0, 0.1, 0.0, 9.7]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.7]","[2, 2, 2, 0, 1, 26, 53]","[0.3, 0.2, 0.1, 0.0, 0.0, 0.0, 1.2]",KEN,metric,"For dinner, I'm having 7.6g of raw cowpea leaves, 3.4g of raw jute mallow leaves, and 3.6g of fresh red onion. I added 0.6g of iodized salt and 2.7g of raw ripe tomato. I also used 3.0g of vegetable oil and 72g of whole maize flour ugali."
"['Tortilla chips, other flavors (Doritos)', 'Milk, reduced fat (2%)']","[17.03, 11.98]","[7.68, 4.64]","[145.32, 122]","[2.06, 8.17]",USA,metric,I’m having a snack of 28 grams of Doritos tortilla chips and 244 grams of 2% reduced fat milk.
"['Chewing gum, regular', 'Fondant']","[3.87, 1.86]","[0.01, 0]","[14.4, 7.46]","[0, 0]",USA,metric,I'm having 4 grams of regular chewing gum and 2 grams of fondant for a snack.
"['Banana, raw']",[28.78],[0.42],[112.14],[1.37],USA,metric,"For breakfast, I plan to eat a raw banana that weighs 126 grams."
"['Fruit juice drink, with high vitamin C', 'Potato chips, lightly salted', 'Gumdrops']","[21.11, 14.96, 1.98]","[0.2, 9.89, 0.0]","[85.56, 156.52, 7.92]","[0.24, 1.88, 0.0]",USA,natural,"For a snack, I'm having a Kool-Aid Jammers pouch of fruit juice drink with high vitamin C, a small single serving bag of lightly salted potato chips, and a piece of gumdrop."
"['Guinea-fowl fresh meat, PROCESS = Simmering, PART-CONSUMED-ANALYSED = With skin', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[11.1, 0.0, 103.7, 0.0, 0.2]","[1.0, 44.4, 5.2, 0.0, 0.0]","[119, 400, 474, 0, 2]","[11.7, 0.0, 10.2, 0.0, 0.2]",COD,metric,"I'm enjoying 253.4 grams of guinea-fowl meat cooked with skin, along with 44.4 grams of palm oil. I have 365 grams of maize porridge on the side, seasoned with 3.2 grams of salt and 1.2 grams of beef stock."
"['Soft drink, cola, decaffeinated', 'Potato, french fries, fast food', 'Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant', 'Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant']","[39.36, 45.58, 3.02, 1.78]","[0, 16.2, 5.59, 3.22]","[152.52, 343.2, 106, 63.3]","[0, 3.77, 10.89, 6.82]",USA,metric,"For dinner, I had 372 grams of decaffeinated cola soft drink, along with 110 grams of fast food French fries, a 50-gram fried chicken drumstick without the skin, and a 30-gram piece of fried chicken breast, also without the skin."
"['BISCUIT', 'CHICKEN CURRY', 'DHAL CURRY', 'FRESH MILK', 'WHITE RICE, COOKED']","[12.84, 5.82, 3.69, 10.27, 84.0]","[5.67, 5.8, 1.68, 3.58, 0.84]","[111, 95, 33, 102, 387]","[2.12, 5.82, 1.1, 6.94, 8.01]",LKA,metric,"For my snack, I’m enjoying a 30g biscuit, 90g of chicken curry, and 30g of dhal curry, along with 210g of fresh milk and 300g of cooked white rice."
"['Chocolate milk, ready to drink, reduced fat', 'Pineapple, canned, juice pack', 'Pizza, with pepperoni, from school lunch, medium crust']","[30.08, 13.81, 43.76]","[4.71, 0.14, 13.55]","[188.48, 54.24, 376.32]","[7.42, 0.5, 19.93]",USA,metric,"At lunch today, I’m eating 248 grams of chocolate milk, 113 grams of canned pineapple, and 147 grams of medium crust pepperoni pizza."
"['Hamburger, on white bun, 1 small patty', 'Ketchup']","[25.55, 4.66]","[15.9, 0.02]","[330.05, 17.17]","[19.67, 0.18]",USA,metric,I’ve got a 115-gram hamburger with a small patty on a white bun and 17 grams of ketchup.
"['Tea, iced, bottled, green', 'Peanut butter sandwich, with regular peanut butter, on white bread']","[46.13, 36.65]","[1.64, 18.5]","[200.88, 353.28]","[0.0, 12.86]",USA,natural,I have a large iced green tea and a peanut butter sandwich on white bread for lunch.
"['Potato chips, baked, plain']",[19.99],[5.1],[131.32],[1.4],USA,natural,I’m having a small single serving bag of plain baked potato chips for a snack.
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CARROT, GRIDDLING', 'CHICKEN OR POULTRY BREAST, ROASTING', 'CUCUMBER, RAW', 'LETTUCE, TOMATO, AND ONION SALAD, NOT DETERMINED', 'OLIVE OIL, NOT APPLICABLE', 'PUMPKIN, COOKING WITHOUT FATS/OILS', 'RICE (POLISHED, PARBOILED, NEEDLE, NEEDLED, ETC.), NOT DETERMINED']","[20.45, 2.54, 0.0, 0.8, 2.44, 0.0, 5.97, 29.13]","[2.41, 0.37, 8.86, 0.03, 2.93, 19.2, 0.21, 1.59]","[111, 13, 536, 4, 37, 173, 26, 138]","[6.57, 0.39, 114.41, 0.25, 0.68, 0.0, 1.81, 2.4]",BRA,metric,"For lunch, I'm having 140g of various black and multicolored beans, along with 25g of grilled carrots, 360g of roasted chicken breast, 36g of raw cucumber, 60g of a salad with lettuce, tomato, and onion, 19.2g of olive oil, 150g of cooked pumpkin without fats or oils, and 100g of polished rice."
"['Strawberry milk, reduced fat', 'Pancakes, from school, NFS']","[26.56, 16.17]","[4.46, 2.63]","[176.08, 92.4]","[7.81, 2.5]",USA,metric,"For breakfast, I'm having 248 grams of reduced fat strawberry milk and 40 grams of school pancakes."
"['Milk, cow, whole fat (pasteurized UTH)', 'Rice, white, milled, boiled']","[4.3, 13.1]","[3.5, 0.1]","[63, 59]","[3.1, 1.1]",PAK,metric,I have 53g of boiled white rice and 100g of whole milk for dinner.
"['Fruit smoothie, with whole fruit and dairy, added protein', 'Pretzels, hard, peanut butter filled']","[52.43, 1.82]","[6.53, 0.57]","[415.8, 13.59]","[39.85, 0.42]",USA,natural,Having a small fruit smoothie along with a miniature hard pretzel filled with peanut butter for my lunch.
"['Ravioli, meat-filled, with tomato sauce or meat sauce, canned', '3 MUSKETEERS Bar']","[33.28, 11.67]","[8.56, 1.91]","[243.47, 65.4]","[8.13, 0.39]",USA,metric,I have 251 grams of canned meat ravioli with tomato sauce and a 15-gram 3 MUSKETEERS Bar for lunch.
"['Taco or tostada with meat and beans, from fast food', 'Burrito with meat and beans, from fast food']","[25.64, 64.97]","[15.6, 18.9]","[284.62, 500.4]","[11.32, 19.54]",USA,metric,I ate a taco with meat and beans weighing 133 grams and a burrito with the same filling that was 278 grams for lunch.
"['Apple, raw', 'Soy milk', 'Apple juice, 100%', 'Muffin, chocolate']","[27.62, 12.0, 23.62, 65.82]","[0.34, 3.59, 0.27, 24.05]","[104.0, 104.92, 96.14, 508.3]","[0.52, 6.34, 0.21, 8.31]",USA,natural,"I’ve got a medium apple, a cup of soy milk, a 6.75 fl oz pouch of apple juice, and a chocolate muffin for breakfast."
"['Cheese, Mozzarella, part skim', 'Peanut butter sandwich, with regular peanut butter, on wheat bread']","[1.26, 34.39]","[5.78, 18.74]","[84.48, 349.6]","[6.72, 14.04]",USA,natural,Lunch is a stick of part-skim mozzarella cheese and a peanut butter sandwich made with regular peanut butter on wheat bread.
"['Cookie, butter or sugar, with icing or filling other than chocolate', 'Vodka and diet cola']","[30.53, 0.5]","[6.27, 0.04]","[181.86, 135]","[1.42, 0.18]",USA,metric,I'm enjoying a 42-gram cookie with icing and a 225-gram serving of vodka and diet cola for dinner.
"['Potato chips, barbecue flavored', 'Beer, low carb']","[15.66, 2.63]","[8.7, 0.0]","[136.36, 97.2]","[1.82, 0.61]",USA,natural,"For a snack, I'm having a small single serving bag of barbecue flavored potato chips and a can of low carb beer."
"['Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, french fries, fast food', 'Fish sandwich, fried, from fast food, with cheese']","[59.07, 45.58, 34.29]","[0.15, 16.2, 16.59]","[230.64, 343.2, 385.05]","[0.0, 3.77, 23.1]",USA,natural,"I'm having a large pre-sweetened iced black tea, along with a small fast food order of french fries and a regular fried fish sandwich with cheese for lunch."
"['Coffee, brewed, blend of regular and decaffeinated', 'Potato chips, barbecue flavored', 'Doughnut, cake type, with icing']","[0, 15.66, 38.42]","[0.05, 8.7, 17.39]","[0, 136.36, 323.25]","[0.53, 1.82, 3.19]",USA,metric,"I'm enjoying 480 grams of coffee, 28 grams of barbecue chips, and a 75-gram doughnut with icing for lunch."
"['Coffee, Iced Cafe Mocha']",[22.2],[2.26],[124],[3.92],USA,metric,I’m enjoying 248 grams of iced cafe mocha coffee for a snack.
"['Yogurt, low fat milk, fruit', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)']","[9.25, 13.52]","[0.88, 4.16]","[56.96, 98.91]","[2.98, 2.12]",USA,natural,"For my snack, I had one tube of low-fat yogurt with fruit and one crunchy granola bar from Nature Valley."
"['Chicken thigh, grilled with sauce, skin eaten', 'Roll, white, soft', 'Milk, whole']","[8.01, 26.06, 11.39]","[15.15, 2.03, 7.81]","[255.2, 145.08, 146.4]","[20.47, 5.08, 8.0]",USA,natural,"For lunch, I'm having a medium grilled chicken thigh with sauce, a large soft white roll, and a cup of whole milk."
"['Milk, dry, reconstituted, low fat (1%)']",[11.1],[2.46],[97.6],[7.73],USA,metric,"For breakfast, I enjoyed 244 grams of low-fat dry milk."
"['Pudding, chocolate, ready-to-eat, sugar free']",[11.56],[2.22],[81.4],[3.84],USA,metric,"For my snack, I’m having 110 grams of chocolate pudding, and it’s sugar-free and ready to eat."
['Banana chips'],[42.05],[24.19],[373.68],[1.66],USA,metric,"For a snack, I'm munching on 72 grams of banana chips."
"['Cheese, Mozzarella, part skim', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread']","[1.26, 50.65]","[5.78, 18.51]","[84.48, 406.56]","[6.72, 12.89]",USA,natural,"For lunch, I have a stick of part-skim mozzarella cheese and a peanut butter and jelly sandwich made with regular peanut butter and jelly on white bread."
"['Tilapia, baked or broiled, made with butter']",[0.23],[11.62],[327.7],[55.55],USA,metric,"For dinner, I've got some baked tilapia with butter, weighing in at 226 grams."
"['Tea, iced, bottled, black', 'Cookie, animal']","[80.35, 20.75]","[1.64, 3.86]","[334.8, 124.88]","[0.0, 1.93]",USA,natural,"For my snack, I poured myself a large iced tea and opened a bag of animal cookies."
['MILKY WAY Bar'],[6.05],[1.46],[38.76],[0.34],USA,natural,"For a quick snack, I'm enjoying one miniature MILKY WAY Bar."
['Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch)'],[31.28],[3.96],[154.4],[2.04],USA,natural,"For breakfast, I'm having a cup of 25% Less Sugar Cinnamon Toast Crunch cereal."
"['Peanut butter, lower sodium', 'Banana, raw']","[3.57, 28.78]","[8.22, 0.42]","[95.68, 112.14]","[3.55, 1.37]",USA,natural,Lunch today is a raw banana paired with a tablespoon of lower sodium peanut butter.
"['BEEF SOUP', 'COFFEE, GROUNDED BASED W/SUGAR', 'FRIED RICE', 'TORTILLA, MAIZE BASED']","[20.67, 11.73, 13.1, 66.45]","[2.7199999999999998, 0.31, 2.82, 1.48]","[206, 45, 85, 302]","[23.799999999999997, 0.26, 1.26, 7.99]",GTM,metric,"I just made a dinner with 217.9g of beef soup, a small amount of coffee with sugar at 12.6g, 51g of fried rice, and a 148g maize tortilla."
"['Peas, baby food, strained', 'Applesauce, baby food, strained']","[9.45, 12.2]","[0.49, 0.23]","[56.5, 46.33]","[3.7, 0.23]",USA,metric,I have 113 grams of strained peas and 113 grams of applesauce for my dinner.
"['Milk, whole', 'Gerber Finger Foods, Puffs, baby food']","[11.39, 10.74]","[7.81, 1.39]","[146.4, 58.94]","[8, 0.9]",USA,metric,"For dinner, I’m having a mix of 244 grams of whole milk and 14 grams of Gerber Puffs."
"['Macaroni or noodles with cheese, made from packaged mix', 'Frankfurter or hot dog, beef and pork']","[50.99, 3.01]","[18.33, 14.51]","[409.4, 166.44]","[10.67, 5.83]",USA,natural,"For dinner, I'm having a cup of macaroni and cheese made from a packaged mix with one beef and pork hot dog."
"['Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, hash brown, from fast food']","[45.95, 59.07, 15.88]","[36.1, 0.15, 9.37]","[626.78, 230.64, 149.6]","[28.88, 0.0, 1.42]",USA,natural,"For breakfast, I had a medium burrito with egg, potato, and breakfast meat from a fast food place, along with a large iced black tea that's pre-sweetened and a hash brown patty."
"['Bologna, NFS', 'Doughnut, yeast type', 'Cookie, marshmallow, with rice cereal, no bake']","[1.77, 28.76, 30.59]","[6.66, 13.62, 3.42]","[78.68, 252.6, 158.46]","[2.9, 3.68, 1.29]",USA,natural,"For a quick snack, I ate a slice of bologna, a doughnut, and a medium bar of that rice cereal marshmallow cookie."
"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Spinaches and similar-, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, GENERIC-TERM = Other', 'Stock cubes or granulate (bouillon base)']","[0.5, 0.0, 0.0, 39.5, 0.2, 0.2]","[0.0, 0.0, 0.0, 1.7, 0.0, 0.0]","[3, 0, 0, 180, 1, 2]","[0.2, 0.0, 0.0, 6.0, 0.1, 0.2]",BFA,metric,"I enjoyed 4 grams of boiled baobab leaves along with 3 grams of boiled salt and 4 grams of liquid potassium salt for a snack. I also had 53 grams of white sorghum flour with husks, 3 grams of fresh boiled spinach, and 1 gram of stock cubes."
"['Hamburger, on white bun, 1 medium patty']",[29.99],[20.85],[417.6],[25.39],USA,natural,"For dinner, I'm having a hamburger on a white bun with a medium patty."
['Hard candy'],[5],[0.01],[20.09],[0],USA,metric,"I grabbed some hard candy for a quick snack, about 5.1 grams."
"['Sausage on biscuit', 'Jelly, all flavors']","[35.09, 13.99]","[28.57, 0]","[434.07, 53.2]","[11.31, 0.03]",USA,metric,"For breakfast, I'm having a 117.0g sausage on a biscuit with 20.0g of jelly."
"['* groundnuts, powder, raw, *boiled*', '* onion, large bulb, fresh, raw *boiled*', '* sweetpotato leaves, fresh, raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'beef,high fat,fresh,roasted', 'grasshoppers,fresh,boiled']","[1.9, 0.4, 1.3, 0.5, 0.0, 0.6]","[5.9, 0.0, 0.1, 0.0, 3.4, 0.4]","[68, 2, 7, 2, 45, 17]","[3.1, 0.0, 0.8, 0.1, 3.2, 2.7]",ZMB,metric,"I enjoyed a snack that included 12 grams of raw groundnut powder, 4 grams of boiled onion, 21 grams of boiled sweet potato leaves, 12 grams of boiled tomato, 16 grams of roasted beef, and 9 grams of boiled grasshoppers."
"['Soft drink, cola, decaffeinated', 'Cucumber, raw']","[65.6, 7.26]","[0.0, 0.22]","[254.2, 30.0]","[0.0, 1.3]",USA,natural,"For dinner, I'm having a bottle of decaffeinated cola and a raw cucumber."
"['Milk, reduced fat (2%)', 'Tomato soup, prepared with water, or ready-to-serve', 'Cheese sandwich, American cheese, on wheat bread, no spread']","[1.5, 18.84, 30.97]","[0.58, 0.54, 12.07]","[15.25, 80.52, 286.62]","[1.02, 1.81, 13.6]",USA,metric,"For dinner, I'm having a cheese sandwich made with 102.0g of American cheese on wheat bread, along with a bowl of 244.0g of tomato soup and a glass of 30.5g of reduced-fat milk."
"['HOMEMADE CAKE', 'PLANTAIN, MATURE, W/SUGAR']","[75.28999999999999, 28.3]","[25.27, 0.07]","[559, 109]","[8.26, 0.24]",GTM,metric,I'm enjoying a snack that includes 134.3g of homemade cake and 40.9g of plantain with sugar.
"['Orange, raw', 'Chewing gum, regular']","[1.76, 3.87]","[0.02, 0.01]","[7.05, 14.4]","[0.14, 0.0]",USA,natural,"For a snack, I'm having one slice of raw orange and a piece of chewing gum."
"['French toast sticks, plain, from fast food / restaurant', 'Potato, hash brown, from fast food']","[12.12, 46.21]","[5.22, 27.26]","[100, 435.2]","[1.76, 4.13]",USA,metric,"For breakfast, I'm having 25 grams of plain French toast sticks from a fast food place and 160 grams of hash browns."
"['Fruit / vegetable juices and nectars, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Mayonnaise sauce', 'Wheat bread and rolls, brown or wholemeal, PREPARATION-PRODUCTION-PLACE = Food industry prepared']","[24.8, 0.1, 1.6]","[0.0, 2.2, 0.1]","[84, 20, 9]","[0.1, 0.0, 0.3]",MEX,metric,"For a snack, I had 212g of prepared fruit and vegetable juice, along with 3g of mayonnaise sauce, and 3g of wholemeal bread."
"['Roll, white, hard']",[32.67],[2.67],[181.66],[6.14],USA,metric,I’m eating a 62g roll that's white and hard this morning.
"['Burrito with meat, beans, and sour cream', 'Cookie, sugar wafer, chocolate-covered', 'Milk, whole']","[78.98, 9.9, 11.39]","[65.85, 4.14, 7.81]","[1114.94, 78.9, 146.4]","[51.37, 0.52, 8.0]",USA,natural,"I'm having a snack that includes a large burrito with meat, beans, and sour cream, a chocolate-covered wafer, and a cup of whole milk."
"['Soft taco with meat and beans', 'Salsa, red, commercially-prepared', 'Soft drink, pepper type']","[31.28, 1.08, 64.23]","[11.38, 0.03, 1.55]","[275.65, 4.64, 260.4]","[12.29, 0.23, 0]",USA,metric,"For breakfast, I'm having a 149g soft taco filled with meat and beans, topped with 16g of red salsa, and a 620g pepper-flavored soft drink."
"['Roll, sweet, cinnamon bun, frosted', 'Bread, white']","[32.08, 13.78]","[17.56, 1.01]","[298.32, 75.6]","[2.94, 2.64]",USA,natural,"For dinner, I'm having a Little Debbie cinnamon bun along with a medium slice of white bread."
"['Bread, wheat or cracked wheat', 'Cheese, American']","[13.31, 1.86]","[1.27, 4.84]","[76.72, 64.47]","[2.99, 3.38]",USA,natural,"For lunch, I had a medium slice of wheat bread with a slice of American cheese."
"['Cream cheese, regular, plain', 'Bagel, wheat, with raisins']","[0.83, 54.53]","[5.17, 1.47]","[52.5, 267.75]","[0.92, 9.99]",USA,natural,Lunch today is a wheat bagel with raisins and a tablespoon of plain cream cheese.
